我以为会一头磕砖上呢
鹰眼家草原500头牛的实力
应激反应，格挡飞天蛋糕
东北话《打扑克》
马一经
因为上一级主任看到蛋糕都有心理阴影了
《寿衣》
想进步
正好我们班长今天也在玩儿扑克
若有所思
你这是害了朕啊
主要现在老师都爱看人缘，被迫要和老师搞好关系，不然谁送啊
谁没送我记得
打断施法
道德经
六级头——主任版
给主任整出阴影来了
哪来稿子啊
主任从来都不是反派
绷不住了
《瘦衣》
金池长老（）
邵佳一学着点！
抛砖引狱
祝张碧晨生日快乐
得了后遗症
鹰眼大舅的衣服
省流：技能变成aoe
6
战争后遗症
«寿衣»
《黑悟空》
《墓》
哈哈哈哈哈哈哈哈哈
斩杀条件已经满足了
砖头人
寿衣哈哈哈哈哈哈
《脑型》
主任，戴这个帽子挺好看的
奇幻全能（
。。。
石头人
不是开弹幕了吗？怎么回事儿
解锁新武器
脱缰凯的字幕第一次被打错
9月10日是我生日
我们小学老师
泪目
兽医
我们老师不光收礼物，还要钱
德芙德国灭亡了，没毛病
还是眼哥有实力啊
哈哈哈哈哈
丸辣！
得柱，桌子上不就是吗（doge）
9.11
快要400万粉了加油
一觉醒来谁给我衣服披上了？
省流:四连超凡
条件反射
刚刚！
不容小觑
被砸后遗症
真的被扔怕了hhh
硬送
买水泥找齐彬
这里点名一个姓邵的啊
这哪是教师节啊，分明是教师丰收节啊
我凯哥又更新列
头彩
还来个黑神话悟空。
长出肌肉反应了。
买水泥，找齐彬，电话139。。。
省流:搬砖去了
《打扑克》
省流:搬砖老挣钱了
《德》
黄绿合战
还有学校忙着问学生要礼物呢
龙袍啊
，
送你去似hhhh
省流：飞起来
Man~~~
塔尖
传出去，某中学老师教师节公然索要房贿。
主任：你这是害苦了我啊！
娇女，我轻抚琴，燕嬉，她紫竹林。痴情红颜心甘情愿千里把君寻
有连招
玩的吉吉国王
谁还记得艺术类一级主任都让蛋糕给砸阴影了，那个同学拿蛋糕主人还格挡
还记得艺术那一集吗？主任都被蛋糕砸阴影了
不是，龙袍咋还出来了
建议教师节给老师放假一天
1，3万人
主任《艺术》
眼哥上学带主机，家里500头牛的实力
拽到
窗帘
主任PTSD了
送主任抱孙子
《无论何时与你相识我都值》
新鲜
省流：搬砖老挣钱了
我们老师收
沙鼻传尼木呢传
寿衣
大傻春
↓真正的深藏不漏的搬砖领域大神↓
我送的是挂历
作文标题《我的砖头主任》
恭喜主任龙袍加身
你们知道吗，今天是新中国成立以来第40个教师节
《双人扑克》
《量身定做棺材铺》
教室窗帘belike
o▬▬◙▆▅▆▆▇▇◤（看到的传下去)
战争后遗症
我咋感觉像鹰眼大舅的衣服呢？
不能把黑神话悟空给吗？
哈哈哈，小识的板砖，不识实物
我焯，同款键盘
PS5呢？
我眼哥PS5 PRO呢
老师我送的挂历
东北往事
《造墓笔记》
发起疑问
黑寡妇x
排面拉满了
我姓石
省流：我也不会
《马公公的皇上》
来手机交上来
哥仑石人
还好邵某走了
《专家会诊》
虚伪的人简称伪人
这还能有喊麦，也太逆天了
《15 pro max》
《寿衣》
修墓室是吧
这砖头是怎么回事？谁能跟我说一下？
鹰眼：你把我大舅衣服给人家干嘛？
黄金风衣
震刀！！
like brick
重庆巧克力事件
我前天试过了，可以的，我们主任现在还没出来
主人
1000人？
@邵佳怡
棺材
玩上千恋万花了
400万合影
主任才是真正的人民教师
那个人给主任带的是什么？
教师节快乐呀
《肌肉记忆》
《寿衣》
200头牛的实力
飞起来
给主任吓出阴影了
那好像是人行道的砖
进度条你还要干什么？
PS5！！！！！！！
味  嘘
1000＋人出来
顶级理解
Please on your
那个是键盘
吃口猪头肉？
牢邵
升华
！
不像某牢邵
省流:搬砖老挣钱了
Ps5呢(doge )
鹰眼大舅
Q！
《黑神话：鹰眼》
公报私仇的属于是
省流：鹰眼被飞了
省流：暗区突围！
黑神话悟空抢先版。
上次的东北往事还在
《我姓石》
主任对蛋糕已经应激了
为人方正。
主任：不耗！怀辣！
报仇
o▬▬◙▆▅▆▆▇▇◤（看到的传下去)
脱匡胤
细节拿书挡被扔怕了
o▬▬◙▆▅▆▆▇▇◤（看到的传下去)
细节挡脸
druai扑克
石头
省流:搬砖挣钱
gg
那天我一个老师去世了......
主任你记得我么 我送的挂历
1分钟前
o▬▬◙▆▅▆▆▇▇◤（看到的传下去)
o▬▬◙▆▅▆▆▇▇◤（看到的传下去)
《紧跟时事》
红色字的，我看到你了，我是其中一个人
主任：那我让你眼睛正道过来呢
脱主任和脱缰开长得真像
教师就应该得过且过一笑而过。
最早的一次
晚安，巴卡巴卡
有点像脱缰凯剪辫子的那集。
虚伪，真够虚伪
雷蛇键盘！
越抽越爽
《我老师》
主任送你的得住
下意识动作
柯拉柯
牲日
《主任是石巨人》
鹰眼大舅:我衣服呢
《方脑袋》
也够Man
五年高考三年模拟
德柱投手回归
《道得》
记得要连招了
《五百头牛的实力》
刚出院的主任好像瘦了，但现在感觉又胖了
陈桥兵变
不是，有没有可能那是窗帘
丸辣
说的好
《虚伪》
给鹰眼大舅衣服掏出来了
赵德经
鹰眼：都是虚伪
虚伪
坏了
[前方高能]
我猜还有高手
不能收礼
省流:搬砖老挣钱了。
雷姆了！！！！！！！
Sm
BYD笑场是吧
丸辣！错过啦X0
21小时前
肌肉记忆
主任瘦了，飞翼神功也重现江湖
棺材哈哈哈哈哈哈哈
就都是虚伪---
变脸了哈哈
哈哈哈下意识挡了下
布豪，赵匡胤
这不就是鹰眼大舅的衣服吗？
真大礼主任看了老高兴了
黄绿大战
拿人手短，吃人嘴软呐主任
戴高乐
赵匡胤
6
省流：ACE
ACE
主任：之前这群王（八）（犊）子给我扔蛋糕，我后遗症犯了
十八分钟前
老邵：鹰眼你站起来，为什么不送？（
主任从来都不是反派
@邵佳一
送个小涵
虚伪）
Q！
9
你猜为什么德柱他们没去
哈哈哈哈哈哈
龟壳
PTSD
狗叫喊麦
感觉要准备起飞了
邵佳怡
这才是虚伪
卧槽龙袍
升华
害苦我啊
放下菠萝，立地成佛？
《砖主任》
伪人和大舅
我今天生曰，哈哈哈
这不鹰眼大舅的衣服吗
@邵佳怡
鹰眼大舅的战衣
《生日》
1000+人出来吧
地砖：我上早八！
同款杯子！！！
大舅的衣服
教师节我停课
老师我家送的是挂历
toy
虽然但是怎么那么像窗帘哈哈哈
搬砖老挣钱了
当有一位同学拿起蛋糕的时候，主任想起了以前
m
艺术
你笑着说我所拥有的一切  也都是虚伪
细节心理阴影
《吃东西打游戏就不说了》
三观
子曰，用砖呼
好耶，雷蛇和音箱可以自己用了
司马一智；赵德柱力；脱缰凯情；李幻鹰财
《 虚 伪 》
赵匡胤：这我熟
《书接上回蛋糕》
抛砖引玉
15时前很好
啊?这也行
为什么没有无缝衔接？
省流:搬砖挺挣钱的
冷知识：在邵佳怡篇中鹰眼他爸是干土方的
我们班老师不配过
10分钟前！！！
《黄袍加身》
俺班有一个同学教师节迟到10点才来说是给老师准备礼物准备太晚了
1
今天我的生日
今天是我的生日
紧跟时事
大清亡了ヾ(❀╹◡╹)ﾉﾞ❀~
我听见了寻踪的回响
《前世记忆》
德柱送冰箱啊 不就在旁边
笑抽了
还有雷蛇？哈哈哈
（说得好）
《砖》
黄风主任
好早！！！
这不是老舅的衣服吗？
《条件反射》
龙颜大悦
你们害苦了朕啊！
谁送了我不知道，谁没送我，可是一清二楚
说显卡的笑死我了，看着盒子就说显卡
还挺骄傲
抛砖引玉
《棺材》
天冷了
黄袍加身，明天就当校长
谁把黄袍披我身上了
祝您背绿
看看人家
鹰眼还挺找乐呢
哪里需要往哪拍（）
你们要害苦了我阿.jpg
条件反射了都
woc黄马甲！！
听到自己挣到的时候我感觉就要触发连招了
箱子老师
这不是鹰眼大舅的衣服呢
肚包肉即将回归
致敬6块巧克力
马一骂主任没道德
你们真是害苦了主任啊
重新定义生日
这衣服看着这么眼熟呢
纯装老衣服
其实教师节也没送啥实质的礼物 以前也是送花居多
四方四棱还挺宽
我以前也没送过
准备电炮了
哈哈哈主任被扔出阴影了
唐
东北往事↓
《过生日》
窗帘改的
显卡我就收下了 其他的拿走
教师节快乐
主任，教师节快乐
《搬砖老挣钱了》
我还没开学
泪目
皇上啊
所以老师是不能收礼的
别说，还真是，主任都代了几门课了
因为他善
宇智波·反弹！！！
这不鹰眼大舅衣服吗
脱————主————任————
戴着眼镜的特意人士鹰眼
《棺材》
来了
主——任——
细说打扑克
天生土木佬
主任 我送的是电视
SM
命够硬
提醒，不是说收礼就不是好老师
卖水泥 找乔杉
赵匡胤
《盖棺材》
德住: 丸辣！
错了，这是你土木学长，还能不会？
《超我》
主任不记仇
《不识时务》
这不是传统异能吗
突然有一种不好的预感
好老师
棺材啊
1小时
省流：只有鹰眼受伤的世界达成了
鹰眼大舅
？？？
1000加人这么多啊
4090？
鹰眼大舅：我衣服哪去了
500头牛的实力
我估计凯哥要送主任根华子
你真好。
最冷静的一集
送主任个孩子
把黑悟空那套送他。
VisionPro
盲猜钢筋
这里要是会才是最搞的，全土木学长（doge）
送键盘
二代砖头僵尸
两眼，是独相随，只求他日能双归
起来问一句为什么呢哈哈哈哈哈
反正我都懒得买礼物
要钱，不要物
我才是最早的！
太帅了主任
同款杯子
育才中学！
升华了
虎B邵子：……
哈哈哈哈哈哈哈
《电视语》
这是鹰眼他大舅衣服啊
人民教师
前方高能预警
《主人》
键盘掉了
教师节同款花花。
说得好
皮肤
耐砸王
这就是我眼哥的实力
省流：三带一
每日一飞（1/1）
老演员了还笑场（doge）
致敬押韵小王子德柱（
《fire in the hole》
正在等待德柱表演（
《道可道》
《条件反射》
《这都不说？》
我去教师节送4090
鹰眼要开大了
龙袍
德柱这是嫌主任住院没够啊
挺难杀
挺耐砸啊
耐砸王
我嘞个龙袍啊
赵匡胤
还得是主任呀
好！
你几个把昨天作业写了就是给主任最大的礼物了
省流：骚灵猎杀了
天冷了，穿件衣服吧
Man！
富哥
绝杀还没出来，看我眼儿哥的啦！
给整出PTSD了
哈哈哈哈哈哈给我笑缺氧了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
砖你总得收吧
那是他吗键盘
4090显卡
群儿？
脱主任：你们可真是害惨了我啊
我今天过生日。
做出来怕不是棺材
宇智波反弹
眼哥呢，发发力啊
主任，我太想进步了（谁识曲中意，断弦等你续～）
主任，我送你个住院套餐吧～
太对了
这才是教师啊
丸辣
6
哈哈哈
鹰眼绝对是大款
窗帘
来自女婿的礼物
哈哈哈
石先锋
《过生日》
这是真人民教师
黄天当道……走错了
那是键盘不是显卡
【】‘’
你们可害苦了朕啊
早点自习
《基础三十讲》
加上刚才那件龙袍 齐活了
省流：主任想盖房子
那ps5就送了吧
下成大圣归来了
“赵匡主任”
为了我来晚了，我这里23点了
鹰眼二舅衣服
我眼哥都玩上PS5了
主任瘦了
给小涵打的？
t
笑死
还以为眼哥要来个金砖
省流：抖M
上课用手机
《兽医》
[500头牛]
陈有凉
哈哈哈哈哈哈
那是雷蛇的键盘不是显卡
最早的一集。
哈哈哈哈哈哈
哈哈哈哈哈
雷蛇键盘！
龟壳
《那家伙我这是黑嗓》
《真伪虚啊》
2000+人没睡
要开国
《盖棺材》
《石先锋》
《脑型像砖》
鹰眼是小贝
王八壳
@邵佳怡
土木工程 硕士↓
心理阴影
差点又杀青了
窗帘？
送根塔尖
还得是我柱哥
德国真的是假国家
《你过关》
广告招租位
肚子哪一集张大了？
好耶
停送的还是清明花
蛋糕什么时候暴扣等不及了
你把黑吗喽送给主任玩玩
连招？
黄眉的衣服
《白笑话:吗喽》
我怀疑马一暗讽主任没有道德
Q！大包Q！吹波Q！哇抓Q！
】、、2
王八壳
特殊的礼物
《豪华单间》
不是兽衣？
哪里需要哪里砸
送人以《德》
主任:以后教育你们有武器了
这个花我朋友毕业给她买过哈哈，一模一样
黄马褂
我以为是个显卡，结果是个键盘
砖头人
《石头人》
《硬汉》
以德服人懂不懂啊？()
两小时趁热吃
拳头硬了
《德》
来的最早的一次(喜)
今天是全体老师的专属节日，不是生日啊
《生日》
战术性防御
脱主胤
主任真的配得上，感谢天下所有真心付出的老师们
伊万下课！！！
主任:给我吓一跳
打扑克
黄袍加身
昨这么熟悉呢
“黑悟空”
最早的一次
赛博鹰眼儿
Man！What can I say？Mamba out
一头秀发小肚腩
主任。这件校长服你就穿了吧
这几个是真不记得
真是害苦了我呀
SM
看懂了
教书育人收钱办事
第一眼把主任头后面的红色纸屑看成脑花了。。。
龙袍加身，主任这是要篡位当校长啊
《外卖员》
教室兵变
教师兵变
《我们一起包饺子》
《快，期护我，我不债乎》
《鹰眼家500头牛的实力》
祝你背绿（被绿）
《这个小盒才是你永远的家啊》
那砖头是不是得再扔回来
棺材
主任说滴好啊
@鹰眼
谁送了我不知道，但谁没送我一清二楚
还有人唱老情歌呢
省流：aoe伤害
黄 袍 员 外
最早的一次
《黑悟空，吉吉》
乾隆皇帝
虚伪
省流：鹰眼单飞
《黑蛇会:悟空》
岳父
一小时
好借口
省流：飞了
把砖头扔回去
暂停看课程表
大押！
《我给你上道硬菜》
蛋糕后遗症
紧跟时事（幼儿园一校长教师节收了块巧克力被告了 最后辞职了）
我送的是挂历
谁TM艾特的邵佳怡？！
《回光返照》
我去主任被那期 艺术 吓出阴影了，所以会用书挡
谁送了礼物我不知道、谁没送我一清二楚。
这不鹰眼大舅的大褂吗
《寿衣》
让他说完啊
主任：Man！
monkey brother
2小时
马一可爱捏
送的主任不记得，但是，谁没送主任一清二楚。
盲猜又要扔蛋糕
你们这是害苦了我啊
省略：双飞
.
寿衣
省流，全没了
主任永远不会是反派
升华了
《东北往事》
《感谢》《礼物》
一小时
一小时
1小时前
回收伏笔，鹰眼爸干工程的
细节挡一下
棺材
紧跟形势
石处男。
蚌埠住了
这不是鹰眼大舅的衣服吗？
来的最早的一次
一小时前，热热还能吃
主任，唯一一次收礼，收的是一块砖
一小时前，拿岩浆还可以热一下
省流：眼哥上班去了
有人送了5年高考三年模拟。
最早的一次
好家伙还戴着眼镜特意矫正一下自己的眼睛
一小时前还热热。
怎么还送了个键盘呀？
1小时
Man!
《暗藏玄机》
最早的一次
《张宇高数18讲》
被打怕了
省流：眼哥憋了个大的
不会里边是金砖吧
《我的世界》
寿装()
《也够搬》
给主任砸瘦了
不是德柱还没长记性呢？
我
这不得来个黄袍加身
窝趣，艾斯爱慕
盲猜礼炮怼脸()
老邵听见没
今天我生日
主任都从来不是反派！
《教室是我家》
万年老二
恩将仇报
最早的一集
盖墓地（确信）［doge］
校长：坏了，冲我来的。
大家伙都还记得邵佳怡呢
《我这黑悟空是不下载错了》
我跟你上班去吧 哈哈哈哈哈哈哈哈哈哈
该不会是黑马楼吧？
一个小时之前
666666666还得是德柱
哈哈哈哈哈哈哈
哇抓Q！
！来了来了！
看看我眼哥送什么
雷姆了。！！！！！
送语文书
还真是个人民教师，现实中这样的老师太少了
主任从来都不是反派。！！！！！
邵：？不是，我没有，别说我
这不得找木工
每日升华（1/1）
我嘞个雷蛇键盘
省流：鹰眼飞了
men男人
主任想起鹰眼大舅了好像。
《硬菜》
大胆
主任我吃柠檬
《鹰眼大舅。》
一起笑，差点没绷住
鸿运当头666
主任物防挺高啊
碇源堂
把主任搞出阴影来了
《我不知道他今天过生日呐。？》
《主人》
《c我》
主任想起上上上上上上集了。
最早的一次
一小时候刷到太好了，太好了。
官方吐槽，最为致命
官方吐槽
官方吐槽哈哈哈
黑班级.鹰眼
我柱哥怎么还带冰箱？
最支持的一集
一小时前！
主任·黄眉
《生日》
省流：保留节目
主任肚子变大了
最雷姆的一次
专属于主任的蛋糕肌肉记忆
省流：我也不会呀，嘿嘿嘿嘿哈哈哈
鞠躬的时候撞到砖头就太搞了
主任想起被蛋糕支配的恐惧
这才是人民教师！！！！！！！
人民教师
那收回去吧
似了
man!
主任，我送的挂历！！！
不过我怎么总感觉主任的肚子又大了点呢？
其实原著是《德道经》
《马一都没送》
《东北往事》
《生日》
一小时前，我出息了
《肌肉记忆》
烫
娇羞凯，突然零了起来
知识在里面塞满
就是爱钻牛角尖～
主任还拿书挡了一下。
开始吟唱
主任还拿书挡了一下。
以德服人（确信）
脱主任已经习惯了
哎呦！
毕竟6块钱巧克力都开除了
59分钟前
五十九分钟
这不是蓝天幼儿园施工队吗？
好烫，好烫，48分钟前
战场后遗症
邵佳怡出来挨打！！！！
还有人送显卡。
但是茶杯是我的，我得拿走
57分钟前！
五分钟，太烫了。
卧槽
多少？
战争后遗症
我投的币你收不收
获得新武器：德柱的砖头
不愧是鹰眼啊，有钱就是牛
细节主任拿书挡了一下，被上几集扔蛋糕扔怕了哈哈哈
送塔尖
《500头牛的实力》
多少带点私人恩怨
54分钟前
刻在dna里的恐惧（）
黄袍加身
买水泥找齐彬
谢谢蚂蚁啊
51分钟前热热还能吃
51分钟
主任永远都不是反派
送塔尖
我眼哥家里五百头牛，一头两万
甚至看过一个视频，一个幼儿园小孩给他老师零食，然后被校长说是受贿
看见这个已经开始笑了
我也下了个黑神话，然后门口保安不让进
教师节快乐
我还以为是张宇高数基础30讲哈哈
笑死了一眼认出是大舅的
49分钟
人民教师为人民
可以收
专人
开庭的时候用得到
这不一眼黑寡妇
48分钟
48前
笑死了
4......47分钟前！
前排前排！
@王腾Thomas的衣服
最早的一次烫手
德柱一笑
张宇高数十八讲
46分钟前！
46分钟前第2306个收藏5000+人出来
2分钟！
45分钟前
这个搬砖乐死我了
主任头秃了一小块
PTSD
四十五分钟前，热热还能吃
土木老哥能不会？
《脱匡胤》
44分来啦
鹰眼：懂了，给主任送栋房:D
44分钟前！！！
好
好押（赵德柱音）
飞~~~
《4060》
德柱最有文化的一集
《陈桥兵变》
省流：搬砖老挣钱了
寿衣（
6000＋人
6
最早的一回
最早的一回
还真是
盲猜送华子
最早的一次！！！！！！！！！！！！
6分钟
《赵匡胤》
卧槽
鹰眼大舅穿的衣服
凯哥:主任，我和小涵送送您个外孙(doge)
好早！
一小时前
进度条不简单
这是砸傻了吧:P
40分钟前
鹰眼家里是中字开头建设单位
最早的一次
谢谢蚂蚁啊
主任回归那期被蛋糕扔出心理阴影了
邵佳怡听到没！
大头娃娃珍藏袈裟
烫！！！
你这是害苦了我呀！
《Fake》
最早的一次！！！
脱缰凯：主任我送你个女婿
39分钟前 热热还能吃
38分！！！！！！！
有心理阴影了
26分钟前！！！
哪里需要哪里 砸
38分钟前，我出息了
早！！！
38分钟前妈妈我出息了
解锁新武器
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我靠来晚了
30分钟前
五杀
啊啊啊啊啊啊啊
太烫了，太烫了，太烫了
最早的一次
想起了茶啊二中化学课那集的坷拉珂
甚至耐心询问
《登基大典》
还有一位重量级嘉宾还没有送呢
牛批啊
为什么是菊花
高产
烫！！！最早的一次耶
菊花
《五年高考，三年模拟》
主任从来都不是反派
不亚于西瓜投手的威力
《上下其手》
哇，五年高考三年模拟
14分钟前
搬砖老挣钱了
不是，为啥我这一直黑屏？
34分钟！
都给我把嘴闭上！
《主人》
最早的一次
32分钟前我出息了
棺材房
你不有ps5吗
《您的脑型也像砖》
这不鹰眼大舅的褂子吗？
《道德经》
好疼好疼
32分钟！
《生日》
鹰爸工作---工程
《黄袍加身》
32分
《我眼哥家里五百头牛》
32分钟之前，不热乎了
德住我把砖头还给你（丢）
主任出现了条件反射哈哈哈
《也够Man》
二舅的
池野林憋笑（
看来主人是被回归的时候整出ptsd了
就这两句就比很多老师强
《您的性格也像砖》
8000多人陪我一起看。
《遗物》
31分钟前
伪    虚
寿衣
这个砖叫德
这么一看还真TM像哈哈哈哈哈哈
，
以德服人
不愧是脱缰凯宇宙富二代
。
8000+
《您就像是一块砖》
家人们，这位我是真喜欢
早
这个我小时候也喜欢唱
《硬菜》
mvp登场
我关弹幕了吗？
主任：希望你以后别惹事不然你就遭老罪了
德柱的板砖有用了
29分钟前
《礼物》
都背刺鹰眼是吧（doge）
经典的一人我饮酒醉，醉把那早读把歌背
29分钟前
29秒前真好
6
不对呀，这不硬啊，大舅的吗？不对啊，你是不是拿五连压剧本了？王大嗓门那是的，你们不记得？
哈哈主任被蛋糕扔出后遗症了
28分打卡
500头牛的能力（）
28分钟，用沙皇炸弹热热还能吃
前几期的肌肉记忆
省流：一秒四破
感觉鹰眼得整个大的
28分钟前！！！
主任被蛋糕拍怕了 触发防反了
《道德经》
细节怕被扔蛋糕挡了一下
留下来收拾你们四个（）
鹰眼大舅
哈哈哈哈哈哈哈哈哈哈哈哈
飞这么快？
ppap
28分钟前有点烫
《够man》
娇俏
要给主任罚送了
早
抖爱慕
《好女婿》
26分钟
30分钟前
省流:巜只有眼哥受伤的世界形成了》
窗帘（）
别的算了 砖头得收下啊
肚包肉肚子变小了
《过生日》
33分钟前
我提前笑了
上课带手机阴阳。
鹰眼和装修师傅飞
省流:搬砖老挣钱了
《打扑克》
2分钟前
好烫
主任技能变aoe了
26分钟前
这砖是物证
25分钟！！！！
传下去，主任收礼了（doge）
省流，主任技能变aoe了
这不是他舅的
要不送ps5吧
号糖
《寿衣》
好早
烫
板砖醒目
黄袍加身《脱匡胤》
正在等德拄
《道德经》
鹰眼是诶姆
《道德经》
给主任道德经暗示主任没有道德
寿衣
牢邵：（打喷嚏）
《教尸节》
@邵佳怡
今天真是教师节。
24分钟前
道德经，意思是让主任看开些，别气死了
以德服人
肌肉记忆
危
《有求必应》
二代的砖头僵石
眼儿哥压轴
岩浆
为人师表
9000+人正在观看
《一本书》
眼哥准备挨揍
一万+人正在观看
要水泥找齐彬
背景BGM好像是父母爱情的
下面是精选作文100篇（doge）
主任和出生廖高下立判
最早的一次
鹰眼大舅：我衣服去哪儿了？
猎什么魂光猪，黑寡妇看不到啊
鹰眼家里有500头牛啊
烫
下的黑神话·吉吉
《蓝天幼儿园施工队》
