一下变页游
癞子头做的太好看了
我擦，娜！
肉身佛像做的有点缺陷，不过要做出来了，估计就玩不成了
哈？
还原最起码20+起步（）
后期都是想什么有什么，会飞这一点也不奇怪，毕竟这只是游戏
僵硬的动作
成了成了道爷，我成了。！
成了成了爷爷，我成了
中嘞哥
淼淼啊啊啊啊啊啊啊啊
是真的
是真的
他信了他信了！
八毁
是真的
是真的
是真的
你个坐忘道
是真的
是真的
是真的
是真的
是真的
是真的
龙脉？
是真的
是真的
是真的
是真的
是真的
是真的
我超，老大
是真的
是真的
是真的
龙脉
斗佬
彭姐有头了？
绷不住了
小说结局已经忘了
我草大梁
你都这么说了，一定是坐忘道
血居然不是绿色的差评
小说里说过火子哥是个俊道士
……意志统括者（）
？
瞬间手游了啊
麻子哥  让子弹飞一会
我操！
飞估计是游戏特性
卧槽，刚清风官时的青色道袍
芝麻，怎么全杀了
成福瑞了
手游吗？
刚开头吕举人（应该是）有说李火旺是俊道人啊，而且白灵淼也说她配不上没病的李火旺
太牛了！！！！
诸葛渊：我没意见
骰（tou）子
耍得好
要不然是斗姥，要不然就是山神鬼眼。
应该长得像浑身都是羽毛的三头食人花
那个姓高的
色彩太素了，对比度再高一点就很好了
没有钱能玩吗？        没有钱你玩啥游戏
不对啊，坐忘道连上的花色是五官好血肉扭曲出来的
斗姥是阴阳图形，别在这云，这就是巴虺，b站上都有作者画
这个画面绝了，诡异而又艺术
想看二神的脸
请神啦
哈哈哈哈，他信了！他真信了！
哦咩爹多！火子哥！
这就260多万非罡了？
修真也修假
差个季灾
哇啊
这种风格化渲染，看起来不错
火子哥想飞就飞起来了
草渊子怎么在手里，就不能让渊子活一回吗
红中老大好耍
啊？
呵呵，休想骗我，一个坐忘道
哇哇哇哇，这个脊骨剑白送吗
火子很帅的好吧
想玩玩试试
这看起来起来可以啊
红中老大好耍！好耍！
坐忘道？
铡美案
红中老大好耍，哈哈哈好耍
骰子
这回听懂了
好美好美淼淼
龙脉补天
龙脉
手里拿着诸葛渊，喊着响亮的口号。
真不错
让我看看你有几张脸？
火子哥会飞了！
三花聚顶，道爷我成了
骰子来真的
爱了爱了
差点以为老大发癫和巴虺打起来了
卧槽
你这拍李火旺还是龙傲天啊
岁岁呢我的宝宝
这质量也太牛了吧
啊啊啊啊啊，娜娜!
彭龙腾
彭龙腾好大啊，而且脸上的刺青没了
味来了
淼淼！！
做动漫赚钱慢啊，手游钱来的快
啊？
是坐忘道 不是真的（:-D）
有点可惜，真要造成血肉投子就发不出来了
对的是你想求，错的是你在求，难的是求不对，！
宣传看着不错呀
不够癫！不够癫！
小成功法向内求，大千功法向外求，外求皆是妖怪，内求自是神仙
他信了他信了他信了哈哈哈哈哈哈哈哈哈哈
黑眼圈和泛着红丝的死鱼眼，对胃了
对胃了
李火旺，修真仙，万般障目皆化去，妖怪神仙大相同
对胃了
狱门疆（bushi
大千录打巴虺，讲究
不是很诡
好漂亮，有点像杨幂
？
后期火子哥还是人形真的纯属个人爱好
龙脉个锤子，这是蜈蚣长老
道爷我成了，这次真成了
不是十六面骰子吗？
原版不是狐狸头，有鳞片的，多眼还有蛇皮！
是红衣呀，不是白的
好帅
我擦
想看放风筝喝和美人鱼
冷知识，彭龙腾战力在兵家不过是中游水平
李火旺不过是我的心魔罢了
哈哈哈，他信了，哈哈哈哈
我草啊
真的？
我勒个坐忘道出品
麻匪！
张麻子
？？
天呐好漂亮
法教巫祝！
润血丹！wow～
啊？！
和我想象的杨小孩老家一模一样！惊！
喜神
娜娜呀！！我的娜娜呀！！！！
道爷我成了
道诡世界火子好像已经二三十了，而且也不帅
？
啊，道诡游戏动漫电视还没出呢，这就开始联动了
我打算重新看一遍了
EVA是吧鼓掌
不是六面的骰子呀，18面
这下不得不入坑了
这次我要六点
红中老大，耍的好啊！
nb
癞子头
眼睛那个是斗姥，而且这个长的是龙脉吧
渊子
红中老大，耍得好啊
娜娜！
这里是神山鬼之眼和龙脉那战吧
补完！
啊？
二神头上我记得有鳞片
出音味来
你们不如直接做动画吧
这个城的样子确实是我想象中的
啊？
窦佬？
病毒
白灵淼？
爬
红中老大耍的好啊
手游啊。
这做成单机 不得火???
？
？
我分不清啊
赖子头羊蛋子
不是？二神怎么成福瑞了
这把火子哥画的太游刃有余了
啊?
力了！！！！！！！！！！！！！！！！！！！！
这大眼睛长的挺美型的
脊骨剑
制作质量好高啊
啊淼淼
所以是手游还是端游
很好，包吃住
龙腾姐
道诡异仙做出来不得3A？剧情贼给力还能两个世界跑
画风不错啊
第五人格吗
渊子
老大，别耍乐
笑得太潮了，不够癫
卧槽这炸手有点帅
龙脉
这下听懂了
不是，这么帅啊
怎么有头啊？
欧美累都
卧槽美术效果好牛逼啊
娜娜～
第一个是喜后面正主才是囍
做的真好吃
渊子不是在李火旺手上吗？
看到最后12+绷不住了，幽默
六道轮回，中国的仙诡也牛的
做的不错啊别做游戏就做动画吧
我操，这个画面绝了
理论上李火旺相信，脊骨剑能到现实世界等等，我之前怎么没想到这件事？可能是这个主意被谁给藏起来了？
彭龙腾直接用刀挑起来甩飞
斗母太阴
彭龙腾那叫发射hhh
二神
开始了。。。。。。
什么时候不用排队了，再说吧
倩女画面是这样的吗？好多年没玩了。。
好你个坐忘道又想骗我
听到1982的水印了哎
娜娜好萌
冰糖葫蘆～
躯壳 都是躯壳
我好像中了坐忘道
还能新?
啊？
火旺赶路。是缩地成寸，一步千里
青色是黑色，和绿色有半毛钱关系啊？
骰子不对，书里不是普通六面的
啊？
老大耍的好啊
亮血条了
巴虺是蛇
这回真像了
太漂亮了，没有让人san值狂掉的感觉，差评[doge]
登阶
红中老大别耍了
坐忘道吃我一剑！
就这样，就这样，别变了！
卧槽啊
火子哥不对
分不清，我根本分不清啊！！
对氪金无感
渊子！
龙脉
淼淼和二神！
太还原就过不了审了。
岁岁呢
哦没得多
这是不是来到大齐了？用脊骨剑划开时空裂隙
前期是真的利用彭龙腾起飞的
火子哥后期会飞龙气和修真功法加持
游姥爷！
彭龙腾哪有这么大一个
叶子牌？
这里换成李火旺更好，剧情里李火旺把骰子咬重伤了
搞那么厉害 不会是个打麻将游戏吧
搞那么厉害 不会是个打麻将游戏吧
我要看舞狮宫！
啊？
不是还有匹马
哪个是清旺来
12+？
我懂了，俺寻思之力飞起来的
李火旺不是凡人吗，怎么会飞
彭龙腾两米多直接变成两百多米
你来真的啊
坐忘道是吧
全文都是我不相信阿，痛苦面具
二神不像，要四不像才对
渊子！
还是美化了的
丹阳子这三花聚顶也太小清新了
拿下首杀
美人鱼！！！
啊？！真的出游戏了？？
脊骨剑啊啊啊
啊？
道天录游戏联动的音乐
龙脉吧
渊子拿着呢
至少这个视频内容不错
龙脉
背景好美
二婶不是说脸上有好多东西么
不白
居然是粤语：时辰到
大梁的骰子
大千录
不识字怎么办？
哈哈哈哈，他信了！他真信了！
bgm一响味突然正起来了
啊？
狐狸变猫！还是美化过的！
那个是福生天，老八是兽身
？？
这小孩
好耍啊！
我要看美人鱼
啊？！
代号哈哈哈哈哈哈哈哈哈哈哈哈哈
你～干～嘛～～～～
红中老大呢
啊？
从古至今侵略者入侵谈判第一句就是交个朋友吗
脊骨剑
请神啦！
二神有犬类、爬行类的特征
啊？骰子老大没通知我刷这个啊
不玩爬
神山鬼之眼
登阶！
巴虺
登阶！
阴阳斗姥吧
唢呐听着好帅
只能这样了，真还原搞不出来的
不自残吗
龙脉？
巴虺？
大齐真的存在
耍这么大？
王朝老大好耍！
道爷我成了！
哦咩得多
和想象中的二神不太一样，面相太柔和了
说八姐的，罚抄十遍大千录
道爷我成了！哈哈哈哈哈哈哈
卧槽？
我看喜神也是风韵犹存
神金
我分不清，我真的分不清啊！
这联动，到底是真！还是假？？我分不清！！！我真的分不清啊！！
啊？
不是你真敢呀？
就这
释怀的笑了
龙脉
大千录
苍羌登阶
好牛
王朝1982是吧
大胆妖孽~我一眼就看出你不是人！
太好看了吧娜娜
登阶
诡异仙也是神仙哦
苍殇登阶！！！！！
真要出游戏嘛？我眼泪都流出来了，
登阶！
鸡皮疙瘩出来了
曲对。币有！！！！
淼姐二神帅爆了卧槽
信你马
画风不错，水墨风
太绚丽了，画风突然变了
火子哥后期也不是飞的吧，用的是彭龙腾发射器
啊？不是非罡+3？
幽默12+
大千录打巴虺？
掏心掏肺
哈哈哈哈三花聚顶，羽化登仙，道爷我成了我成了哈哈哈哈哈！！
还是太保守了
幽默12+
第一个遇见的怪东西，囍神还是喜神来着
啊，我分不清
卧槽脊骨剑
火子哥还不邪性，我们看的是同一本小说吗？
彭龙腾这头跟P上去似的哈哈哈哈哈哈哈哈
好看诶
卧槽，你来真的？
李岁
百灵鸟这么妖娆的吗？！
卧槽娜娜好美
傩戏
囍神
是青色染成血袍的
我岁岁公主呢
不够癫啊！
癞子头
我分不清，我真的分不清啊，
是坐忘道在耍我吧
淼淼我是真喜欢
原著里就是帅哥（有多次直接提到），而且是高考生已经成年了，没有不贴角色啊
你好
渊子之前不是在火子哥手里吗？
？
啊？
红中老大强!红中老大高！红中老大天下无敌口牙！
都是坐忘道怎么信
芝士龙脉
娜娜真好看
好妖艳的淼淼
简介写了，有授权
你个坐忘道！！！
坐忘道发力了
啊？！
道爷我成啦
这下看懂了
游姥爷好兄弟，劳模啊。
小风筝！
榜一大哥，巴虺
这是熬摩杰吧？
榜一大姐
坐忘道，绝对是坐忘道
火子哥会用鹏龙腾大炮发射自己
杀敌1000自损999.99
不用识曲bgm坐忘道
这是暗示  道爷我成了那段。火子哥变丹阳子
斯露德
我渊0！
喜什么神这是哪个狐狸脸小脚女人 啃香烛哪个
对……对吗？
一开始确实是青衣 然后被血染红了 后面别人送他也送的红色
这是跟倩女幽魂联动了
哈哈哈哈哈哈他信了！他信了！
这个是龙脉
两米鹏龙腾怎么两百米了
这很明显是斗姥啊
后面也有看头，别退，可以继续看。
娜娜宝宝
啊？
很好，保持住
啊？
？
心番别想啦啊啊啊啊！！！！
还是太干净了，不敢相信18+会有多还原
鸡皮疙瘩都凑起来了！！！！
甚至还有莲藕头火子）
红中老大好耍！！！
狱门疆
血肉佛陀
哉佩利敖光线
我家火旺啥时候提剑砍boss过 都是往自己身上招呼的
感觉如果不这样改的话过不了审
巴姐！！
喜神
二神猫猫头
怎么没有大千录的技能？
手游吗？
脊骨剑？
我勒个龙脉
狐狸头
最后一遍
有这个bgm的授权嘛？
还有高手？
癞子头
还是渊子好用哈
这这这…这次是真分不清了
这不是巴虺，这是龙脉
二神长的很抽象，没那么漂亮
还原了就过不了审了
我是秦始皇
啊？
这个画面绝了，诡异而又艺术
出院
哇，大周龙脉都出来了。
挺不错，有点还原啊
美人鱼
红中老大耍的好啊
？
羊蛋子年轻的时候还挺好看的
这应该是神山鬼之眼，不是巴虺
坐忘道文化有限公司出品是吧
火子哥太帅了 有点不贴角色 十几岁的少年更合适
啊？
这是真的 刚玩了会 画面真的好
有没有美人鱼
这已经很好了吧，还能挑缺点吗？
红中老大好耍
这下听懂了。
水中斩河伯，灭门不怕人多，人心不古多少杀错
改编3A上什么东西，没听说过
精神状态还好吗
不是哥们
火子哥真帅~
清风观雀食是青衣，后来被血染红了
太颠了
红中耍的好啊，耍的好。
不玩舔狗游戏
可惜我没电脑 唉
啊？
啊？
这下看懂了
岁岁可爱捏
这下真的分不清了啊啊啊啊我分不清啊啊啊啊啊
初始皮肤，还没有被血染红
出院了
吕家班是不是太富了些？
道爷我成啦
道爷我成了！我成了！
脸上的精忠报国呢？
好耍
倩女已经变成这样了吗？
火子前期飞不了（但其实我怀疑有时候他都没注意到自己飞了）
我是心素我信了
这个场景真好看
好你个龙脉！
道诡纯糖：各种视频底下发 他信了
巴姐！
好看！
知道二神为什么长得怪吗？因为他脸上的动物特征是随时变的
一饼！我＊＊＊
又一个坐忘道
哈哈哈哈哈哈哈哈哈哈哈哈哈他信了，他真的信了
旺子是帅锅，
这一定是个热血少年穿越古代的热血修仙功成名就迎娶青梅竹马的故事吧！
哈哈哈 道爷我成咧！
哈哈哈 道爷我成咧
三花聚顶
没有，道袍最开始是青色的，后面打架的时候被血染红了
俺滴诸葛渊啊。我在不想诸葛渊的挑战中获得了0妙的好成绩，你也来试试吧！
？
我们过的是审，不是人
3d鬼谷八荒
我去，二神，仙家上身，出马
我去淼淼给我锁定，那个李火旺不要啦
来真的啊？
这么帅，原作一定是爽文吧（）
龙脉
好丝滑
我成啦
可惜没有让诸葛渊露脸，整建模了是吧
出院！！！
喜神
？巴虺 我以为我看的够不明白了 你们真的不认识？是坐忘道吗
我去，这游戏这么帅
诸葛渊啊。
出音味来
渊子
看起来太聪明了
二神五只眼吧
巴姐
彭龙滕，这也太大了吧？
啊？你来真的啊？
这不就是夺了鬼神山之眼的斗姥吗
巴姐
哈哈哈哈哈哈难绷
就李火旺后期那样还能播吗
火子哥开始寻思自己能飞了
wc你来真的？！
？
你这官方发的怎么这么糊？
红中老大你耍的好啊
骰子老大耍的好(●°u°●)​ 」
红中老大好耍呀！
挺帅的，就是感觉画的是红中，而不是火子的感觉……
讚！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
红中老大好耍，剪个视频消遣洒家来
li            玖一新址[zx47]
Eva：恭喜你
渊子在手里（太地狱了叭
带感
来真的
李师兄
既视感好强啊
这不还是cg啊。。。
非常好 保持住
卧槽 还原的不错
由于审核被迫长出手脚合上肚子的火子哥
他信了，他真的信了哈哈哈哈哈哈哈
？
竟然长那么整齐
她信了，她真的信了。
麻匪哦不对骰匪
我想看电视剧或者动漫，不想玩游戏
你被耍啦！
分不清，我真的分不清啊
想看美人鱼
还是网游风哈哈
要有电脑就真玩了
画风也太萌了
啊?!
搜索“知乎”上“生命光华、爱与拯救”的故事，发现至暗时刻拯救自己的那一道光！
搜索“知乎”上“生命光华、爱与拯救”的故事，发现至暗时刻拯救自己的那一道光！
搜索“知乎”上“生命光华、爱与拯救”的故事，发现至暗时刻拯救自己的那一道光！
前期是地成寸中期直接脊骨剑后期直接修真了
我的天哪
骰子老大耍的好啊。
我想看风筝
我成辣！
哈哈哈哈，原著都开膛破肚的，肯定得保守呀
出院！
淼淼好美真的好美
道爷我成了！！！！我成了！！！！
彭龙腾变巨灵神了这是？
他信了！！！！他真的信了，他竟然会信坐忘道的话！！！！！！！！
出音味来
渊子呢
麻匪！
啊？！
坏了，这好像是真的
cg不错
这画风太师了
。。。....。。。。。。.. 你把BH和H你Y怎么弄呢k 。。.
这真实机？画风还挺不错
我红中能骗你吗？
二神不是猫头
应该是头裂成三瓣一瓣一张脸
这一直在邪笑，爱笑的火子哥运气不会太差是吧
黑夜里绊三跤
17岁的现实侧李火旺曾被杨娜的朋友夸特别帅，虽然道诡侧是20多岁，但也丑不了多少
这万一不是火子哥，而是红中呢？
17
那是狐狸头
好耶
啊？你来真的啊
原来是游戏啊
？
骰子老大来真的啊？
se            玖一新址[zx47]
玖一新址[zx47]                ns
我五条呢
呃呃，无语，，，
？
道诡啥时候能出个三a级别的单机呢
我的女儿岁岁呢
现在二创这么卷吗？
血肉佛祖
别问，问就是登阶
其实道诡的修行者基本不会飞
卧槽，李火旺装逼飞起来了
啊？
我要碎了老师我们家诸葛渊呢
我是绝对不会相信你们坐忘道的
我说你是，你就是
建议出番
幻视纸嫁衣
你就是坐忘道！
火子哥的大千录不是镶背上了吗
卧槽！娜！
可以啊，要素齐全
其实要是联动就只是噱头那就学到精髓了（）
他信了，哈哈哈他信了
你信坐忘道吗!!!
心素干的
不要认错，眼睛是神山鬼之眼
诸葛渊，助我！
我就说说坐忘道吧，二神的头很多眼睛的 这些下露馅了吧
出音味来！
这不整个杨娜风筝玩玩?
啊？
榜一巴姐
骰子老大耍的好啊！！哈哈哈
感觉可以啊
不是这丹练的这么朴素吗，我的人肉炼丹呢
狱门疆，开门
休想骗我！
娜娜？
↑这不是游姥爷吗
红中老大玩脱了
火子哥这脸也太完整了
啊？
不要小看我和渊子的羁绊啊！！！
↑还原就过不了审啦[dog]
我分不清！我真的分不清啊！
卧槽
啊？
卧槽
啊这？
建模有点儿糙
道爷，我成了
山神鬼之眼
血肉菩萨？
龙脉！
诸葛登场的方式也太地狱了
道爷我成啦
让子弹飞一会儿
娜娜！！
有时间做联动不如做3a
域门疆？
居然是联动
坐忘道团建の小曲儿
你确定是游戏？完全没看懂怎么玩？
精神病人欢乐多
火旺怎么会笑啊
淼淼哪有这么漂酿
他信了，他信了，哈哈哈
二神脸上为啥没有鳞片？
用大千录打巴虺算不算自残
好耍！
这看着比黑神话悟空好玩啊
道诡的消息不能信一点
啊？
黑夜你爬山头
这是左丘咏，大后期的一个肉身司命
肉身司命，左丘咏
想要他手里的Switch
大结局画面
不是？你还真来啊!
道爷我成了！？
还真是pc端
红中老大呢？
玉门疆
红中老大耍的好啊！！！！
坐忘道
什么时候又这么大了？
这是岁岁吧
北风老大您还好吧？
好消息:有诸葛渊 坏消息:在手里
啊？
啊？
道爷，我成了成了
这大概率是斗姥太阴
这能播？
骰子不是6面吧
道爷我成了，成 了 ，哈哈哈哈哈哈哈
可以实现和二神的四个时辰PK吗
这都能整个游戏出来了吧
破坏场景是幻境那里吧
道爷我成了
没精忠报国不玩
啊？
打架健全的火子哥
淼淼这段我真的爱了
动画质量挺高的
骰子老大耍的好！
岁岁呢
骰子老大！
敖摩羯吧可能 大千录打巴虺抬抽象了点
这是斗姥
这不是斗姥吗
红中老大别玩了
注：这不是巴虺是斗姥，这应该是坐忘道大战监天司那章。
介么好看
心素
白家不是一个橘子就熟了吗
《火子超绝咬合力》
色子是18面色子
精忠报国呢？
妈，我分不清啊
神山鬼之眼？
我超渊
渊子真好用
太岁呢？
pc
好牛啊，这个渲染这个建模
别天天坐忘道坐忘道的，你信我，这是真的～
我靠，道爷真成了啊
这就对味了
神山鬼之眼吧
虚天鼎？
后面都会缩地成寸了
艹，这制作者名单我笑死
我分不清啊~
娜娜好看
看小说的时候从来不想旺崽子有这么帅
这画风好棒
卧槽卧槽卧槽
细节李火旺开始的青色道袍
麻匪？
不是这玩意，真能发出来
要玩！！！
太爱了
鹏龙腾脸上纹的精忠报国呢
到底是谁在看啊？我这里怎么显示3000人＋
66666666
中秋节回溯笑的可开心了好吧
赵雷生气中
大梁
全员座忘道可还行~
火子哥赶路不是被鹏龙腾甩飞的吗？
我渊子直接没了啊
这到底是什么，看着像巴虺的眼睛但巴虺是蛇
这里就错了，辨别是不是座忘道还不简单吗？把嫌疑人的脸全撕开！
好美的小白
流水的王朝，铁打的坐忘道。
有点帅啊这个
他信了，他信了，哈哈哈！
不对呀二神是一半人一半怪呀
笑死我了！他全信了！！哈哈哈哈哈哈哈
巴虺好小。
对味了
丹阳子！
不够克
坐忘道！！
这段好
第一眼感觉是网易的诶
为啥不是被拖到水下？然后让丹阳子跟他打？
神山鬼之眼
眼睛好像是巴虺吧
骰字是多音字，各位没文化的朋友们麻烦去查查字典
二神原本就是狐狸头，然后有其他动物的毛发，眼睛之类的
娃，你着像了
可以笑，但别搞的这么油腻
一个联动炸出来那么多坐忘道
全是是吧
道爷我成了！！成了！！
娃啊，为师来救你了。
戏班
真够可以的啊
这属不属于？抢夺前辈机缘
来召唤个丹阳子
黑水寨河神
这是什么妖邪
不长这样不让播啊
菜
不是？骰子老大？！
这丹不是人炼的我不吃
成了
对了，这个游戏的片段怎么这么长啊？
游老爷，出击
蜈蚣长老
穿梭两界
这和尚长的不胖啊
想看杨娜风筝
还是太阳间了
化身麻将牌
蓬莲头？能更这么多？
晃的我头晕。
大神二神
我嘞个淼淼绝美无敌了好美好美啊啊啊
哇。
妈呀娜娜美死了
好家伙，原本以为只是骰子相似
要有电脑就真玩了
火子哥感觉笑得还是太保守了啊
我是超级邪祟王！
红中别耍了，
现在是幻想时间
心素真干了
啊？真有心素？
啊，这不对吧
跳大神？
啊？
淼淼好美！
都是坐忘道！
谁跟你讲没笑过几次的  他发疯的时候有一般时候是在笑
嚯，龙脉啊
他信了，他真的信了
出音味来
大眼睛是巴虺？
啊？
坐忘道
巴虺
巴虺？
火子不是一直血袍吗
骰子老大耍的好啊！
实机？
火子好像刚开始不会飞，移动全靠被丢出去
我有点信了
哦咩得多
诸葛只配出现一把脊椎嘛
终灾
因为坐忘道的名字都和麻将挂钩wwwww
啥？！啥？！？！真的不是坐忘道吗？！
抖姥
想叫shai子就老老实实写色子，骰子就念tou子，故意念错觉得很好玩？
我不到啊
啊嘿嘿嘿刷的好哈哈哈哈嘿嘿嘿
红东老大耍的好啊
感觉不错诶
我淦！淼淼！
龙脉
啊？
哈哈，又中他人一记......
我大诸葛呢，咋没看到
火子哥想飞 ？想想就行……
癞子头
哈哈，王朝的坐忘道
乐，你还挑上了
我了个eva啊
我超，福瑞！
淼淼好美
啊？分不清我是真的分不清啊！
啊？
难道不是巴虺吗？
？
哈哈哈，妳醒了，妳醒了
娃啊 你着相了
骰子老大来真的啊？
心素想干嘛干嘛
啊？
出音味来
榜一大姐？
彭龙腾
岁岁呢？打架不带岁岁？
天生我才
这二神太正常了吧
这下听懂了
对的对的，你看这个，哈哈哈哈哈哈哈哈
为什么要打岁岁
好看
卧槽这个小白好看
太邪性了
这是神山鬼之眼，斗姥的混乱化身。。。
十八面骰子啊！昰
我去好帅啊
坐忘道！
他信了，他真的信了，哈哈哈
做的不是很好吗
来晋城了
我去有点爽的
囍神
哎呀很棒啊做的
娜娜这么漂亮
咋这么多一筒，一筒你是不是开桂了
红中老大好耍
啊？
百灵鸟的二神
娜娜！
火子哥还挺帅
我不是坐忘道
火子哥不会笑
做的其实还是保守了，原著里不是这样的
音乐一出来就对味了
呃，怎么了？看上去有点魂类游戏的影子啊，不会就是魂类游戏吧？
哦麦带头
端游吗？
大千录打巴虺？
啊？
你信了你信了哈哈哈哈
红中老大耍得好呀
官方号，你们不能集体加入坐忘道吧……不能吧……应该
犹老爷
？
这是火子的榜一大哥巴虺
这里好像小念头姐妹
感觉都有一种通病，就是道士为什么有刘海？
很好，包吃住。
三花聚顶，羽化登仙！道爷我成啦！哈哈哈哈哈
心蟠脊骨剑！诸葛兄！
诸葛渊，你快粗来啊
红中李火旺正常
画风很独特
三个字：卧槽
哈哈哈莲藕头都有！
麻匪
啥
小说里中期是左脚蹬右脚飞的（）
道爷我成了哈哈哈哈哈
俺寻思之力
啊？坏了这是真联动了
啊？
精忠报国呢
道诡果然是爽文!
能飞的火子哥是修真后期当然健全了
彩彩彩
小白脸李火旺
有头？
坐忘道！
火子哥有点太健康了
火子哥前期一直都不会飞吧，是大后期才会，实际上大后期也是理论可以，也没飞太过。
火子哥太帅了
好一個坐忘道又敢騙我！
喜神和囍神那里
龙脉！
←你在说什么，我火子哥可是超级大邪祟，红中哪有火子哥邪
吃
坐忘道！
大千录
我彭姐怎么有脑袋？
你这就没意思了！！！
不是挺好马？希望剧情还原
拆迁队
这是神山鬼之眼吧
BGM：坐忘道
为啥叫骰子（tou）
我觉得骰（shai）子读起来挺舒服的呀
太大了吧
李火旺:黑山姥姥哪里跑
太地狱了
你咋有头呢
三花聚顶应该长这样吗？
哥们当孙悟空去了
火子哥不用飞行这种技能，赶路都是缩地成寸
彭龙腾顶多两米多三米啊
给医生带护士帽。？
砍福生天的头皮屑呢这是，莫慌莫慌
二神拿了火子一血！！！
身体部件过于齐全了，不够还原
！？我分不清啊？！
不愧红中老大！
啊？
哈哈哈，他信了！他真的信了！哈哈哈哈哈
他信了哈哈哈
他信了哈哈哈
游老爷啊
难怪一直笑，原来是红中
彭龙腾加强的这么离谱吗？
诸葛渊闪亮登场
真的真的吗？不是坐忘道？
握草，全是坐忘道
这火子哥长得好邪魅啊
我岁岁呢！
二神这么正常，不习惯
动画不错
骰子老大耍的好(●°u°●)​ 」
道爷我成了！
二神
捅杨娜一刀啊
娃啊
啊？
你个坐忘……啊不是你来真的？
居然是真的
卧槽
才这么点伤？
你这丹是用药人练的吗（Doge
炼丹是用天残地缺来炼的吧
后期修真大乘，随便召唤司命，飞已经不是多厉害的技能了，直接缩地成寸
啊？
这不是斗姥么大眼睛
岁岁，么么
火子哥可是比明星还帅的
游姥爷
啊？
不是？
骰子是八面的啊喂
还我脊把剑
喜神!
啊？起猛了
？
刷子游戏吗，呃
火子会飞
一眼红中！
表情不对
这个美术风格真棒！！！！！小脚女人好漂亮哈哈
啊？道爷我真要成了吗
一定是坐忘道！
啊？
我想看烧烤老丈人
诸葛脊骨剑
火子哥寻思他会
啊，这福生天
有单机那味了
红中老大耍的好
？
难绷
火子哥不会飞？他不是想会就会？
妖魔鬼怪
二刷了
你来真的
师傅
